#####################################################################
# Alchemist log file - simulation started at: 2025-12-10T11:25+0000 #
#####################################################################
#
# grid_size = 20.0, range = 2.5, seed = 22.0
#
# The columns have the following meaning: 
# time state[mean] state[min] state[max] 
0.0 0.0 0.0 0.0
0.002486692066790308 0.0 0.0 0.0
0.10025373707402863 0.0 0.0 0.0
0.20037579747695067 0.004975124378109417 0.0 2.0
0.30047185437440405 0.009950248756218836 0.0 2.0
0.4005493804332807 0.019900497512437675 0.0 2.0
0.5005601350840128 0.04726368159203961 0.0 2.0
0.6072164693868702 0.059701492537313716 0.0 2.0
0.7007697299944906 0.09452736318407969 0.0 2.0
0.8033908082847325 0.14925373134328415 0.0 2.0
0.9017835047002045 0.23880597014925362 0.0 2.0
1.0024866920667903 0.3333333333333333 0.0 2.0
1.1002537370740286 0.44527363184079605 0.0 2.0
1.2003757974769507 0.5696517412935326 0.0 2.0
1.300471854374404 0.6865671641791042 0.0 2.0
1.4005493804332807 0.7885572139303475 0.0 2.0
1.5005601350840128 0.8805970149253732 0.0 2.0
1.6072164693868702 0.9626865671641792 0.0 2.0
1.7007697299944906 1.002487562189055 0.0 2.0
1.8033908082847325 1.0597014925373134 0.0 2.0
1.9017835047002045 1.0547263681592034 0.0 2.0
2.0024866920667903 1.077114427860697 0.0 2.0
2.100253737074029 1.067164179104478 0.0 2.0
2.2003757974769504 1.0547263681592034 0.0 2.0
2.300471854374404 1.0298507462686564 0.0 2.0
2.4005493804332807 1.017412935323383 1.0 2.0
2.5005601350840125 1.0149253731343282 1.0 2.0
2.60721646938687 1.0024875621890548 1.0 2.0
2.700769729994491 1.0 1.0 1.0
2.8033908082847327 1.0 1.0 1.0
2.9017835047002043 1.0 1.0 1.0
3.0024866920667903 1.0 1.0 1.0
3.100253737074029 1.0 1.0 1.0
3.2003757974769504 1.0 1.0 1.0
3.300471854374404 1.0 1.0 1.0
3.4005493804332807 1.0 1.0 1.0
3.5005601350840125 1.0 1.0 1.0
3.60721646938687 1.0 1.0 1.0
#####################################################################
# End of data export. Simulation finished at: 2025-12-10T11:25+0000 #
#####################################################################
