#####################################################################
# Alchemist log file - simulation started at: 2025-12-10T11:25+0000 #
#####################################################################
#
# grid_size = 10.0, range = 2.5, seed = 23.0
#
# The columns have the following meaning: 
# time state[mean] state[min] state[max] 
0.0 0.0 0.0 0.0
0.016276059738386417 0.0 0.0 0.0
0.10962449398861818 0.0 0.0 0.0
0.22526566700629713 0.01960784313725493 0.0 2.0
0.3244752989260389 0.01960784313725493 0.0 2.0
0.40636495236167325 0.01960784313725493 0.0 2.0
0.5039440726004423 0.07843137254901968 0.0 2.0
0.6294006295079526 0.11764705882352963 0.0 2.0
0.7017812722818109 0.13725490196078413 0.0 2.0
0.803045375775868 0.2549019607843139 0.0 2.0
0.9219909874147909 0.3431372549019609 0.0 2.0
1.0162760597383864 0.5490196078431374 0.0 2.0
1.1096244939886182 0.6274509803921572 0.0 2.0
1.2252656670062971 0.7843137254901956 0.0 2.0
1.3244752989260389 0.9705882352941176 0.0 2.0
1.4063649523616732 1.058823529411765 0.0 2.0
1.5039440726004423 1.1862745098039218 0.0 2.0
1.6294006295079526 1.284313725490196 0.0 2.0
1.7017812722818109 1.3431372549019607 0.0 2.0
1.803045375775868 1.3627450980392155 0.0 2.0
1.921990987414791 1.343137254901961 0.0 2.0
2.016276059738386 1.2647058823529411 1.0 2.0
2.109624493988618 1.2254901960784315 1.0 2.0
2.225265667006297 1.156862745098039 1.0 2.0
2.324475298926039 1.0784313725490196 1.0 2.0
2.406364952361673 1.0588235294117647 1.0 2.0
2.5039440726004423 1.0 1.0 1.0
2.629400629507953 1.0 1.0 1.0
2.701781272281811 1.0 1.0 1.0
2.803045375775868 1.0 1.0 1.0
2.921990987414791 1.0 1.0 1.0
3.016276059738386 1.0 1.0 1.0
3.109624493988618 1.0 1.0 1.0
3.225265667006297 1.0 1.0 1.0
3.324475298926039 1.0 1.0 1.0
3.406364952361673 1.0 1.0 1.0
#####################################################################
# End of data export. Simulation finished at: 2025-12-10T11:25+0000 #
#####################################################################
