#####################################################################
# Alchemist log file - simulation started at: 2025-12-10T11:25+0000 #
#####################################################################
#
# grid_size = 10.0, range = 3.5, seed = 3.0
#
# The columns have the following meaning: 
# time state[mean] state[min] state[max] 
0.0 0.0 0.0 0.0
0.0016359619213666132 0.0 0.0 0.0
0.10074075644629743 0.02941176470588235 0.0 1.0
0.20682982042257803 0.11764705882352944 0.0 1.0
0.30262600741527734 0.1960784313725489 0.0 1.0
0.40706079314674914 0.30392156862745096 0.0 1.0
0.5152375637293671 0.35294117647058826 0.0 1.0
0.6014017445722171 0.45098039215686264 0.0 1.0
0.7340861447990394 0.5294117647058825 0.0 1.0
0.8010303553665545 0.627450980392157 0.0 1.0
0.9147050731073998 0.7254901960784313 0.0 1.0
1.0016359619213666 0.8627450980392156 0.0 1.0
1.1007407564462974 0.9607843137254901 0.0 1.0
1.206829820422578 0.9901960784313726 0.0 1.0
1.3026260074152773 0.9901960784313726 0.0 1.0
1.4070607931467491 1.0 1.0 1.0
1.5152375637293671 1.0 1.0 1.0
1.601401744572217 1.0 1.0 1.0
1.7340861447990394 1.0 1.0 1.0
1.8010303553665545 1.0 1.0 1.0
1.9147050731073998 1.0 1.0 1.0
2.001635961921367 1.0 1.0 1.0
2.1007407564462977 1.0 1.0 1.0
2.206829820422578 1.0 1.0 1.0
2.3026260074152773 1.0 1.0 1.0
#####################################################################
# End of data export. Simulation finished at: 2025-12-10T11:25+0000 #
#####################################################################
