#####################################################################
# Alchemist log file - simulation started at: 2025-12-10T11:25+0000 #
#####################################################################
#
# grid_size = 10.0, range = 3.5, seed = 5.0
#
# The columns have the following meaning: 
# time state[mean] state[min] state[max] 
0.0 0.0 0.0 0.0
0.005246120607406812 0.0 0.0 0.0
0.10587719003887885 0.0 0.0 0.0
0.20388573962728662 0.0 0.0 0.0
0.327389029899815 0.0 0.0 0.0
0.4026290423333374 0.0 0.0 0.0
0.5131002962297242 0.0 0.0 0.0
0.6003942962212285 0.019607843137254888 0.0 1.0
0.7037881092653664 0.019607843137254888 0.0 1.0
0.8162924123322186 0.03921568627450979 0.0 1.0
0.9133235348795941 0.05882352941176473 0.0 1.0
1.0052461206074068 0.21568627450980385 0.0 2.0
1.1058771900388789 0.2843137254901961 0.0 2.0
1.2038857396272866 0.3627450980392157 0.0 2.0
1.327389029899815 0.4901960784313725 0.0 2.0
1.4026290423333374 0.5686274509803922 0.0 2.0
1.5131002962297242 0.6568627450980393 0.0 2.0
1.6003942962212285 0.7450980392156863 0.0 2.0
1.7037881092653664 0.8823529411764706 0.0 2.0
1.8162924123322186 0.9803921568627451 0.0 2.0
1.913323534879594 1.0294117647058822 0.0 2.0
2.005246120607407 1.0 1.0 1.0
2.105877190038879 1.0 1.0 1.0
2.2038857396272866 1.0 1.0 1.0
2.327389029899815 1.0 1.0 1.0
2.4026290423333374 1.0 1.0 1.0
2.513100296229724 1.0 1.0 1.0
2.6003942962212285 1.0 1.0 1.0
2.7037881092653664 1.0 1.0 1.0
2.816292412332219 1.0 1.0 1.0
2.913323534879594 1.0 1.0 1.0
#####################################################################
# End of data export. Simulation finished at: 2025-12-10T11:25+0000 #
#####################################################################
